income,deductions,filing_history,previous_audit,tax_paid,fraud
1798369,289881,5,1,112742,1
316742,212827,0,1,115191,1
365574,169158,0,0,44165,0
1830594,81415,5,1,214879,1
1316387,422597,2,0,97041,0
543190,314487,0,1,140359,1
341714,414668,1,0,280688,1
1774760,401412,5,1,158218,1
477661,466257,4,1,68922,1
1740467,313761,2,0,211414,0
1561441,213481,5,1,101984,1
1953473,420384,0,0,133670,0
1009740,474142,4,0,127268,0
1551441,324039,3,0,129964,0
1926567,211001,0,0,110497,0
1808295,476391,2,0,200900,0
1068654,373642,2,1,256809,1
546207,196853,3,1,102722,1
969226,424670,3,1,79587,1
883256,43100,5,0,52746,0
1057996,227006,2,1,220979,1
1187161,290107,2,1,122476,1
1243686,389336,2,1,178861,1
794063,273890,3,0,295104,0
1365811,193565,0,0,52995,0
1992114,464289,2,1,191238,1
860559,432931,5,1,267117,1
1041511,477905,0,1,115612,1
946235,199985,3,0,212625,0
1222602,300523,0,0,295141,0
1166679,215611,0,0,77184,0
1191861,398984,1,1,105749,1
535733,139586,1,0,92472,0
620013,149682,1,1,252174,1
433995,15281,0,1,298764,1
1742632,227285,0,0,57076,0
1236482,183232,0,0,273765,0
302716,34923,2,1,271537,1
1936484,45791,2,1,111230,1
1747580,414418,5,1,151416,1
754835,418743,5,0,145501,0
1762589,358783,0,0,196816,0
1003253,21709,4,1,128222,1
599442,293084,3,1,123005,1
1253958,210493,5,1,238391,1
588018,245729,1,0,89320,0
1091335,29425,4,1,77162,1
1690096,406935,0,0,110610,0
827123,388874,5,1,170619,1
314343,414774,1,0,146738,1
1818744,133031,0,0,53155,0
1861022,48196,1,1,293438,1
1777342,20788,4,0,68320,0
945074,213094,2,0,167777,0
1817725,55190,3,1,122317,1
469415,87711,2,0,21344,0
1344845,185220,0,0,226408,0
1759398,320374,3,1,56758,1
1524053,108429,1,0,28661,0
1004599,338558,3,1,222921,1
1529265,306565,3,0,58509,0
1745745,23041,2,0,176258,0
217056,257310,3,1,223617,1
1690155,320062,5,0,297356,0
1722722,212027,0,1,148309,1
1217312,307106,1,1,35621,1
950988,415116,1,0,22162,0
384215,409148,5,1,291779,1
1327267,178182,0,1,122179,1
1972622,166367,1,1,115302,1
639334,42637,2,1,163906,1
1629703,389585,4,1,252269,1
626425,143553,2,0,48001,0
1607690,445647,1,0,127386,0
1049938,191973,4,0,21594,0
548942,145888,1,0,92504,0
1599492,323266,0,1,168998,1
702738,205193,3,0,126919,0
527040,206279,0,0,190434,0
926781,139138,0,1,28831,1
895346,35870,2,1,296495,1
415685,43371,4,0,296609,0
623995,302224,2,0,262318,0
1296146,165926,2,1,101881,1
1557577,139779,3,0,232327,0
1352756,31093,2,0,238922,0
1138782,487447,3,0,261970,0
1770686,464887,0,1,188637,1
1578238,471822,1,1,212878,1
1680906,348784,1,0,264169,0
955643,45752,0,0,128351,0
1634349,98823,4,0,170822,0
1305510,98672,1,0,268261,0
406013,45286,4,0,170751,0
1982917,148463,2,0,99543,0
410552,214040,0,0,266766,0
205531,105287,3,1,256921,1
708247,163968,4,1,90329,1
727964,301974,3,0,283826,0
921770,444107,4,1,240318,1
1360039,461938,5,0,116060,0
1407315,42131,1,0,160105,0
418004,243064,4,1,234149,1
261204,440722,4,0,57628,1
1910634,360936,4,1,195960,1
1202935,184518,5,1,21721,1
1298204,147220,4,1,42859,1
1292435,234823,0,0,130318,0
1196516,20686,4,0,44567,0
1148477,47457,0,0,70720,0
484122,141178,3,0,293056,0
995462,148761,5,1,49458,1
331050,169300,0,1,297926,1
1385835,27915,2,1,113435,1
592029,279439,5,0,112843,0
1034853,301358,0,1,24427,1
1855856,294614,5,1,222676,1
1866863,327163,4,1,233945,1
1500797,386465,5,1,294449,1
372390,85824,0,1,29751,1
1360918,137481,2,1,171539,1
870984,211377,3,1,152572,1
201672,462668,3,1,257891,1
1964082,67694,1,1,260250,1
424562,186985,1,1,64222,1
1620336,262747,2,1,148423,1
1355116,138680,0,0,239859,0
1115161,343150,4,0,286459,0
463926,422070,3,0,109683,1
1118753,135942,0,1,189365,1
1670838,404020,3,1,261819,1
1913030,222557,2,1,206397,1
1177960,247805,3,0,171208,0
1659270,151591,0,1,84616,1
1297384,499686,0,1,37369,1
439116,23143,1,1,210830,1
1753418,426352,1,0,270866,0
1940945,36978,1,1,202484,1
375236,445834,1,0,160110,1
284705,249000,4,0,135415,1
732217,429892,5,1,115063,1
1430188,194869,3,0,263445,0
268339,266608,1,1,51093,1
221181,74365,3,0,42245,0
1402112,257702,2,0,296796,0
1078528,293922,4,1,30334,1
680064,318332,0,1,21341,1
724901,422304,5,0,135659,0
548470,34153,3,0,225982,0
1217914,210399,0,0,236133,0
491843,88365,2,0,149124,0
1100326,180233,1,0,80534,0
1263645,99557,4,0,286977,0
1733304,458297,3,0,86577,0
1123269,154897,0,1,117983,1
1186419,406792,1,1,259646,1
959988,446390,3,0,111866,0
575361,167335,1,1,289112,1
1961710,314672,3,1,209841,1
1044887,353332,2,1,41193,1
1534286,394655,2,1,219557,1
678607,60710,2,1,268650,1
1532516,24214,2,1,134903,1
948426,140484,0,1,145430,1
1177000,371824,1,0,266014,0
815272,126215,3,1,297257,1
1770038,428364,0,1,106256,1
1686888,149265,0,0,108921,0
520862,221586,3,1,27291,1
1696929,347683,5,0,253188,0
277406,275363,4,1,232599,1
737455,23175,4,1,284980,1
952913,370057,4,1,182377,1
569807,50999,2,1,156584,1
999497,64182,3,1,99205,1
613840,356226,5,0,274382,0
1160781,145830,4,1,239499,1
586969,334283,1,1,249244,1
922475,253725,3,1,172453,1
1561792,202171,2,0,186621,0
1244411,96995,0,0,203560,0
397136,308160,4,1,45634,1
1369926,174898,3,1,50037,1
1528683,202652,5,1,240895,1
838856,495291,2,0,80396,0
1233349,60387,0,1,129566,1
875010,469725,4,0,106471,0
1383614,310383,3,1,213677,1
904704,141531,0,1,133038,1
428847,41016,2,1,94545,1
1400539,496010,2,1,217598,1
594013,18565,4,0,38339,0
1828328,454386,1,1,155864,1
1053527,70941,5,0,192293,0
275174,488572,3,0,211049,1
1524890,371045,0,1,37046,1
563625,249224,1,1,178018,1
340074,138947,0,0,232770,0
214864,187367,5,1,101740,1
1074340,52151,1,1,239544,1
327760,359217,2,1,223234,1
457707,314598,2,1,80332,1
1984061,17680,3,0,78198,0
1584083,454328,0,0,257571,0
1300854,246181,2,1,132048,1
339420,228938,0,0,101378,1
1419530,350605,3,1,175306,1
1664395,353468,3,1,123461,1
1828610,310805,1,0,278579,0
1078982,308643,0,0,118205,0
383372,492204,4,1,252158,1
1485659,385588,1,1,94366,1
1420730,34110,4,0,122585,0
743682,211391,0,0,188629,0
342600,225609,4,0,29296,1
1819552,58081,5,1,295829,1
401494,368918,0,0,56050,1
535058,368196,0,0,47553,1
1871783,405188,2,1,244559,1
957704,486423,1,1,26103,1
461446,356158,5,1,172251,1
586748,240242,4,0,197934,0
1715945,313108,5,1,88374,1
407611,216090,5,1,291586,1
1921454,409868,3,1,179000,1
1672123,356144,4,0,261097,0
1468728,89828,4,1,176196,1
440633,280902,4,1,213897,1
1027620,18191,4,0,73744,0
1855004,82128,4,1,199635,1
210322,335195,4,0,259015,1
394374,447243,2,1,282635,1
557921,389437,2,1,25854,1
1980486,478805,0,0,298218,0
539848,370125,4,0,29295,1
1949126,210922,2,0,119461,0
829441,390364,4,0,111949,0
993639,108136,1,0,128606,0
811464,11643,3,1,191540,1
598915,286777,3,0,106607,0
760226,107087,4,1,296878,1
1463157,494366,3,1,231740,1
1387428,281014,0,1,201521,1
1354872,72862,2,1,230388,1
1349646,411345,3,0,243374,0
729469,201710,3,1,54613,1
332429,167710,1,1,55441,1
1739537,118397,2,1,111993,1
1146983,398759,2,1,294160,1
1643318,119926,4,1,56719,1
1330487,458593,3,0,58330,0
1442482,480857,1,1,136807,1
1182483,156394,3,1,262983,1
514926,21460,2,0,227551,0
313142,89778,2,0,93865,0
1154138,456389,2,1,132325,1
1910675,17154,4,1,266607,1
1801938,236094,4,0,63393,0
1520056,281635,5,1,254108,1
280350,49846,0,1,205398,1
256831,428344,3,0,257635,1
413380,93921,4,1,123273,1
1436076,343729,1,1,176546,1
224550,247603,2,1,157540,1
1897229,104455,4,0,239195,0
1086694,55750,1,1,69980,1
204189,262013,3,0,251558,1
918181,84779,2,1,129740,1
352209,409681,0,0,95239,1
482653,65080,1,0,52515,0
365144,132021,4,1,24672,1
1853748,411862,2,0,143960,0
1457335,414854,1,1,237118,1
681751,278350,1,1,287450,1
1974652,62596,0,0,106329,0
1612367,23042,4,0,69253,0
517929,309633,2,1,248920,1
275588,476607,0,0,130119,1
1514418,10040,4,1,287284,1
601765,207242,1,0,240964,0
1650584,244033,5,0,77360,0
523451,64813,0,1,204923,1
1104396,406431,0,0,287821,0
1314196,136256,0,0,271545,0
1512877,375897,2,1,233335,1
463743,304613,4,1,106230,1
329197,160091,2,0,112032,0
1804873,259830,5,0,59864,0
323553,142583,0,1,22309,1
508370,347305,3,0,22372,1
1698050,247274,0,1,142142,1
1624400,446452,2,0,184170,0
1895468,444197,3,0,181324,0
467436,353954,5,1,247177,1
598588,85901,5,0,67038,0
1583245,317277,4,0,36385,0
1060285,407191,3,1,53122,1
860974,35310,5,0,134258,0
1146703,206640,4,0,182246,0
1974857,14625,0,0,151352,0
519856,92511,3,1,215636,1
1880166,21971,2,0,146434,0
1087171,496301,4,0,293033,0
1900412,153304,0,0,283333,0
243582,231275,5,1,260621,1
1686625,320779,2,1,293369,1
606871,410431,3,1,38758,1
206197,335282,4,0,285613,1
1147592,271363,0,0,292840,0
697217,446273,2,1,96051,1
650757,343203,2,1,198441,1
1593917,325459,3,0,203909,0
1916969,427828,1,1,65452,1
717341,413122,2,1,162764,1
1266071,171191,4,1,283861,1
1470739,318520,0,1,36519,1
1321301,38943,4,1,250705,1
719813,472684,5,0,244311,1
1596047,286547,4,1,295388,1
355088,68807,2,1,82255,1
620931,119042,5,0,218953,0
844724,197196,0,0,30103,0
616860,369836,4,1,32119,1
1097632,168734,5,0,222069,0
300892,360084,3,0,84050,1
1661372,185270,4,0,193219,0
443878,321724,0,0,186969,1
1737501,336475,1,1,295754,1
1552075,448255,2,1,247107,1
1659703,235707,4,0,220245,0
1082817,403144,5,0,244930,0
1012107,251667,5,1,65783,1
710826,10371,3,0,289219,0
420591,254560,4,1,175326,1
1082580,301395,4,0,34137,0
369262,301816,1,0,50250,1
1417119,19300,2,1,152926,1
1160899,490102,1,1,166989,1
1423906,427303,0,1,130186,1
908565,413424,2,0,105344,0
417042,111118,5,0,101703,0
603323,484168,4,1,182352,1
526443,488950,3,0,200220,1
1867589,325238,2,0,200663,0
812685,406444,3,0,90022,0
971875,350247,3,0,235055,0
1383280,285211,0,1,29080,1
1677766,89029,3,1,175855,1
1758734,179490,1,1,179440,1
1641786,50937,0,0,63590,0
287994,152544,0,1,167461,1
446774,102065,5,1,250766,1
1068772,188298,2,0,239675,0
1031213,434134,0,0,222296,0
1973902,181944,2,1,98713,1
1212938,448102,5,1,111425,1
663194,278839,1,1,122634,1
1492571,341923,0,0,86900,0
1008150,408178,0,0,192927,0
1601965,159987,4,1,125464,1
1704915,120206,2,1,64807,1
1047189,308302,0,1,105838,1
1208074,328413,4,1,136309,1
1903998,442552,3,0,158211,0
1335243,220646,2,0,31594,0
212260,243783,2,1,57819,1
666285,496803,0,1,167715,1
1005808,280963,2,1,130009,1
1624437,401566,3,1,128810,1
538057,110396,5,0,130824,0
641326,15164,3,0,177027,0
1881950,262085,3,1,286832,1
1820132,457577,4,0,116891,0
1293788,283627,5,0,263469,0
221805,190310,2,1,42336,1
466229,444720,0,0,85299,1
1726811,196191,0,1,256827,1
985344,51198,1,1,99768,1
1110447,279029,4,0,150620,0
1029181,18732,1,0,81681,0
1741200,14991,4,0,233757,0
994381,233537,3,0,56148,0
1699912,209366,0,1,232915,1
950788,291927,4,1,133408,1
409527,405226,5,0,229786,1
1343467,268503,2,1,58250,1
1615580,240577,5,1,31517,1
925022,323960,2,0,252117,0
1206487,283687,4,0,191365,0
1684933,472812,3,1,47982,1
813316,328287,0,1,133941,1
1718226,46680,2,0,266122,0
566516,151929,1,0,237798,0
401498,430669,1,0,155725,1
463443,375284,3,0,210448,1
836768,428174,0,0,128110,0
307216,162122,4,0,115974,0
705013,131250,5,0,186372,0
1235634,328832,1,1,104532,1
1126037,235424,0,1,260575,1
1273750,165764,1,0,75558,0
1136624,221862,1,1,198467,1
659578,391266,3,0,95930,0
617112,185706,5,1,288180,1
1626698,429359,2,1,27495,1
1637118,305261,0,1,158685,1
735358,494141,0,1,84350,1
976491,377304,1,0,51516,0
1349604,226418,5,0,141559,0
405734,323995,3,0,222031,1
400418,345223,5,1,31414,1
458645,301282,4,1,145613,1
618025,227574,4,0,53215,0
1384944,242522,0,0,138083,0
1755316,472738,2,1,180635,1
1075974,124923,5,0,162659,0
644171,466175,2,0,92414,1
677311,255649,2,1,219170,1
1972327,485164,4,1,236575,1
888502,68204,1,0,184013,0
497684,145127,3,1,270012,1
1745177,485751,2,0,84609,0
1573377,477326,2,1,146142,1
580500,313172,2,1,290131,1
1074739,420227,5,0,53687,0
1626636,355124,5,1,250195,1
1511651,392444,0,1,197805,1
1842620,154080,0,0,150640,0
838209,118744,0,1,118738,1
662675,417098,1,0,227581,1
477149,483009,3,1,233760,1
457743,295429,4,0,81179,1
1404775,465944,1,0,115628,0
1498523,237291,3,0,229239,0
1065672,90984,4,1,112196,1
520666,171191,3,1,189211,1
582325,318216,1,1,95375,1
800291,240549,0,1,299806,1
319270,396652,3,1,272863,1
1225928,225393,3,0,114268,0
1258262,452699,4,0,69231,0
1570418,247958,1,1,215663,1
1758083,71711,1,1,245965,1
476484,479387,4,1,63318,1
775277,434056,3,1,141139,1
1867428,198544,5,1,44420,1
1695709,224352,1,1,208153,1
1902123,120917,5,0,152069,0
1842071,89111,2,1,289163,1
356506,376433,0,1,93350,1
1842941,495284,5,0,160906,0
240461,429898,5,0,32792,1
221136,442922,5,0,34673,1
1814639,325734,2,1,188229,1
616334,270493,1,0,130588,0
686922,341557,3,0,70621,0
1228746,130382,4,0,160805,0
431736,248476,5,0,278406,0
1081210,393272,0,0,233572,0
1392468,96960,4,0,291917,0
1538065,313752,1,0,51086,0
690494,301486,3,1,143421,1
1369771,107770,2,0,252823,0
268787,266069,2,0,211266,1
718895,32963,4,0,39957,0
1570305,147771,5,1,34427,1
1362366,414869,4,0,53309,0
683468,34389,3,1,203364,1
810910,14945,5,0,51438,0
1344750,319203,0,0,70377,0
326498,413342,4,1,80270,1
1023521,456532,2,0,163054,0
1371494,239677,3,1,281587,1
1654464,261376,5,0,20631,0
1974099,188995,0,1,58614,1
1009315,477926,4,1,248726,1
482212,354216,1,1,80365,1
1635959,330870,5,0,182815,0
1511637,464744,1,0,233810,0
1140342,468066,2,1,172753,1
1612238,81948,3,1,292259,1
1235762,50754,2,1,204783,1
891575,294723,5,0,101613,0
1212944,499311,4,0,75797,0
1270372,341320,1,1,154777,1
434195,52798,4,0,39242,0
1711432,28681,0,1,154851,1
1400691,443015,2,1,142268,1
1391578,19887,2,0,262847,0
1931034,170955,5,0,92797,0
1232238,193202,2,1,56468,1
547959,322948,5,0,131102,0
223938,193776,3,1,206985,1
228443,416324,1,1,111061,1
335257,177456,4,0,176666,0
1973540,47393,2,1,271435,1
349427,80440,3,1,61377,1
365283,89183,5,1,94722,1
830770,66748,3,1,216857,1
1146859,253512,1,0,287352,0
631489,90399,5,1,208364,1
1687152,259426,1,1,206579,1
237109,369335,2,1,100724,1
332465,281116,1,0,216591,1
598894,186080,1,0,77860,0
392388,43708,1,0,252362,0
1464221,403863,3,0,220229,0
1732150,137413,4,1,205148,1
276832,345029,5,1,159954,1
1804309,341493,0,1,226835,1
280067,333401,5,0,240367,1
1364576,328347,5,1,81539,1
1697740,153373,1,1,158254,1
1741448,23249,1,0,112966,0
1618545,96334,2,1,34289,1
1818590,329235,5,1,80874,1
913673,100799,1,0,232926,0
1459980,43224,0,0,97901,0
987094,189816,5,0,133391,0
1159171,175983,1,1,47454,1
834092,121132,2,1,91500,1
1237275,380134,4,0,120398,0
758756,213232,0,0,142843,0
210370,200415,2,1,139421,1
1057713,207398,4,1,166152,1
732767,363678,4,1,140866,1
1632034,331886,1,1,76693,1
244959,189265,2,1,160383,1
1170099,479542,4,1,30250,1
890544,484819,0,1,86455,1
1091525,264929,3,1,218987,1
1511594,389933,1,0,73173,0
1496959,186240,4,1,273834,1
717616,268726,3,0,72027,0
595637,154329,0,0,165213,0
1874816,255559,1,0,98844,0
274958,298063,3,1,282219,1
1037018,74653,1,1,263255,1
1589361,334292,2,1,222492,1
738999,219631,4,1,102901,1
1302561,199599,1,0,42069,0
1326455,194623,2,1,140568,1
716099,153465,3,1,212114,1
1820528,419923,3,1,43495,1
1162566,210050,0,1,255638,1
254176,314377,3,1,287173,1
1907256,228331,2,0,249132,0
1867867,280205,3,0,138718,0
1477804,449831,2,1,261133,1
565626,57462,1,1,232216,1
455939,135263,5,1,173129,1
970370,312611,0,1,246054,1
1346407,187488,2,0,242792,0
818670,207491,3,1,215383,1
786381,495855,0,0,74071,1
1498575,50321,5,1,156897,1
1866763,230551,4,1,127236,1
1498766,392832,2,0,116352,0
910172,324810,2,1,29968,1
441195,10004,1,0,67741,0
1258327,202499,0,1,251065,1
1906752,433484,2,1,134233,1
1870162,399349,4,0,170338,0
298099,266647,2,0,248475,1
1443735,301569,3,1,214110,1
1709000,445865,1,1,60220,1
752750,124974,4,1,281260,1
1858733,32033,0,1,213233,1
648815,185876,0,0,269911,0
1576354,387362,5,0,178706,0
1768070,418195,5,1,49724,1
703718,441260,4,0,149139,1
256306,209143,0,0,263914,1
1123167,155010,4,1,150794,1
756375,47977,0,1,297347,1
1810574,369923,2,0,93860,0
1727423,73572,5,1,28264,1
1218202,423191,5,1,128566,1
1878974,342069,2,1,280230,1
977421,257241,4,0,182383,0
398745,19028,4,0,112187,0
394476,383206,0,1,172328,1
1973757,119345,0,0,181940,0
1994679,123554,5,0,20538,0
1153240,489602,1,0,105719,0
275919,235538,5,0,66353,1
690951,235469,5,1,243606,1
1983700,170487,5,0,135727,0
700771,136929,4,0,287280,0
1653740,403327,4,0,67299,0
1436655,227566,1,1,114813,1
837826,139113,0,0,299318,0
1503272,247299,5,0,160226,0
1074200,278762,5,1,77749,1
239649,492249,2,0,281243,1
490561,31790,5,1,62666,1
404930,289563,4,0,46188,1
1993914,499272,5,0,89214,0
784105,175985,2,0,46655,0
212520,390448,2,1,77891,1
1526938,183855,2,1,34939,1
1211930,332365,1,1,244472,1
1184176,105954,1,1,220857,1
1643281,281688,1,0,283881,0
1850267,191738,1,1,99547,1
551535,186015,4,0,204029,0
1218248,286892,3,0,121347,0
724036,449903,0,1,283191,1
1131506,243967,1,0,175112,0
1199734,372689,1,1,200597,1
1550758,472493,0,0,223045,0
1181777,297177,3,0,274494,0
503097,239941,2,1,145534,1
1787495,289459,5,0,28436,0
311325,76938,3,1,75676,1
1212806,356748,2,0,179614,0
1164313,120179,0,0,76565,0
1535693,237850,0,1,274239,1
1817632,275309,5,0,28055,0
1012967,402661,2,1,47371,1
1815599,438736,0,0,119255,0
800116,348007,4,0,298171,0
1979671,378133,2,1,97963,1
1506571,184241,0,0,295736,0
392494,35730,1,1,132421,1
1056736,185947,2,0,70804,0
323876,338732,2,1,168472,1
458550,425801,1,1,47462,1
950561,91045,5,0,60316,0
1945595,151696,0,0,299146,0
468470,129446,4,0,38558,0
1678757,397983,3,0,161766,0
1707810,365329,5,0,156799,0
1800327,163364,4,1,62294,1
766321,67150,0,1,107023,1
626513,492956,4,0,94466,1
688790,81433,2,0,217801,0
279284,33191,4,0,242181,0
547217,14614,0,0,94741,0
705720,127340,2,0,42521,0
718598,311334,1,1,54807,1
995685,93393,3,0,124896,0
992845,372053,5,0,289380,0
781091,23596,2,1,118581,1
247626,200519,4,0,239546,1
1997111,163429,4,1,134078,1
533080,373140,1,1,97079,1
216543,245168,4,0,280273,1
652104,308451,0,1,144246,1
497145,114732,2,1,253254,1
1663420,403613,1,1,208349,1
1548388,145002,0,0,99633,0
230932,19063,5,1,283507,1
1586599,197968,1,1,271378,1
1175948,365346,5,0,148506,0
1054203,484096,0,0,26211,0
1549612,314719,1,0,287367,0
1443365,95101,5,0,56652,0
1553944,329584,1,1,232239,1
1506912,59183,5,1,132290,1
1717247,383961,2,1,32997,1
906276,192686,4,0,119182,0
814103,315636,2,0,142065,0
635321,98495,5,1,115861,1
1423879,450711,4,0,92044,0
1791064,340706,4,1,259540,1
526144,74915,1,1,47102,1
1635402,317537,0,1,129517,1
1449784,410931,0,0,52075,0
706395,13981,3,1,259676,1
687254,99864,3,1,203828,1
330823,271001,1,1,39970,1
1162176,138919,0,0,208271,0
1041274,88140,5,0,272568,0
771894,375945,5,0,281699,0
1684355,123746,2,1,153314,1
1072805,259276,1,0,63113,0
594286,194033,3,1,32842,1
449501,368140,1,0,103816,1
1385898,396063,3,1,55439,1
246815,216261,0,0,270698,1
923119,89231,2,0,128011,0
566990,118381,2,1,282705,1
1607921,103087,5,1,206610,1
1743723,321250,2,0,200502,0
1751699,349133,4,0,39918,0
243283,142139,3,1,194734,1
1477996,109294,2,1,26381,1
1776396,344028,1,1,216773,1
1753767,305456,2,1,159020,1
427130,229635,4,1,37502,1
1647403,89719,3,1,135650,1
669792,393828,2,1,128639,1
736599,207074,1,1,100469,1
705430,91432,1,1,134334,1
1152956,217285,2,0,74315,0
1965444,218045,5,1,246906,1
711830,451793,0,1,116725,1
1799052,273937,4,0,104289,0
349760,439870,1,0,98615,1
370359,479723,4,0,135983,1
1892594,278917,1,0,225566,0
619031,19264,4,0,296381,0
1854606,130215,0,0,111354,0
978563,397447,5,1,104326,1
1899793,445760,0,1,240271,1
1363528,337407,5,0,291623,0
1967411,71465,5,0,200436,0
1074845,325825,2,1,221265,1
1008308,123914,5,0,169136,0
355111,88383,1,0,66590,0
1899872,424930,3,1,104269,1
1044388,382388,3,0,52016,0
561353,251386,0,1,241426,1
1531841,116674,0,0,144359,0
1254912,278371,0,0,64513,0
1832632,139173,4,1,188700,1
1621818,281319,0,1,67241,1
213852,257362,0,0,84831,1
1873169,464371,5,0,159051,0
1213945,476237,2,1,215226,1
393619,96543,4,0,292163,0
1225150,68754,2,0,190221,0
332355,393103,5,0,277525,1
1439208,394722,4,0,41016,0
1237201,455938,3,1,253804,1
477200,205789,1,0,263578,0
1687291,374336,2,0,170127,0
1373341,459953,2,0,274991,0
224817,376832,3,1,275743,1
355784,162930,3,1,93068,1
1271200,371003,4,1,107142,1
1912490,57346,0,0,43525,0
296507,396209,2,1,131369,1
277172,487999,1,0,100374,1
382530,201073,2,0,32258,0
620890,199709,2,0,72476,0
809232,74532,0,1,217489,1
377838,227808,1,1,239335,1
1411390,218719,1,0,174468,0
1115042,376789,4,0,195486,0
1706858,480118,5,0,261241,0
1370114,165440,0,0,126185,0
232829,432020,0,1,32520,1
1329904,231117,2,0,195278,0
389977,45336,4,0,172522,0
1570751,184403,1,0,224441,0
1897835,63268,3,1,137715,1
970130,137603,3,1,86511,1
1776393,368730,4,1,221080,1
825649,136637,0,1,169620,1
1305795,495511,1,1,119037,1
1131302,232867,3,0,20288,0
1420541,457072,3,1,258467,1
1828444,388115,2,1,45508,1
1793604,224023,5,0,244764,0
1748218,261204,4,0,264967,0
576412,410609,2,1,67657,1
386651,330358,0,1,269113,1
1748409,36919,4,0,238634,0
658606,292838,0,0,275677,0
312601,189049,0,0,271191,1
1034822,219896,1,0,34443,0
1128178,190040,5,1,70811,1
255489,220922,4,1,291306,1
1393531,387382,1,1,274533,1
875638,176720,3,0,36763,0
650637,352187,4,1,191394,1
1234446,152246,3,1,105845,1
1819877,208989,0,0,25918,0
494273,315495,5,0,278835,1
1830584,432808,3,1,86251,1
234906,229017,3,0,173718,1
1430305,273080,0,0,131806,0
512423,441950,2,1,220621,1
1600781,10620,0,0,247162,0
487821,457677,4,1,48238,1
1045236,427957,3,0,258872,0
890423,416472,0,1,80101,1
1146270,236595,5,0,277582,0
766224,154821,0,1,29198,1
542456,285169,3,1,238149,1
730733,98191,5,0,141261,0
1307078,385323,0,1,31389,1
1491621,302423,3,0,152366,0
1439068,411553,5,0,70131,0
1572240,20463,1,1,165301,1
886045,313773,1,1,274268,1
876415,480439,4,1,85046,1
450213,43666,5,1,214872,1
1847267,331687,4,0,230072,0
1054016,50454,4,0,188251,0
1719985,234842,5,0,244265,0
267787,370213,3,1,202437,1
1830215,419391,4,0,30779,0
546222,480660,5,1,268342,1
413430,305568,1,0,25128,1
1083369,281862,5,1,283461,1
494708,307495,1,0,86718,1
344612,330626,0,1,70385,1
614957,127008,4,1,245795,1
1501698,249220,1,1,132758,1
1165241,429442,4,0,61735,0
625741,23908,0,1,126586,1
818911,440629,2,1,112314,1
1026889,305572,1,1,264532,1
895293,418695,2,0,250627,0
1582291,119513,4,1,213793,1
556391,107422,3,1,108478,1
988457,399340,0,0,283650,0
1107828,439545,5,1,139783,1
902673,449735,0,0,182298,0
1479868,407367,3,1,282755,1
1338280,484589,4,0,101038,0
1364430,298522,2,0,184923,0
245745,469387,3,0,285879,1
1087341,136392,1,0,229211,0
1846077,55960,4,1,211894,1
1472290,298912,4,1,188668,1
1267326,338014,3,1,63387,1
233175,113394,3,0,233823,0
830357,336426,5,1,163008,1
920083,359129,0,0,48185,0
1127780,251258,5,0,172391,0
692307,110935,3,1,58884,1
1530201,178730,1,0,268644,0
220933,79604,0,0,240344,0
609253,243967,0,1,132946,1
744281,156418,5,0,196325,0
1005344,24739,3,0,167753,0
1048073,485512,1,0,239702,0
1004788,227581,5,1,199371,1
983928,38556,5,0,115082,0
1031359,427995,5,0,279015,0
806531,232241,3,0,150304,0
710893,386571,4,1,262539,1
1968836,298714,2,0,259283,0
1743147,201259,2,1,187422,1
1083613,485632,2,1,188940,1
1432073,466450,5,1,52792,1
1157096,177621,5,0,182795,0
452278,277459,0,0,298866,1
1339728,392809,5,1,98561,1
1499949,265050,3,0,208938,0
1952631,252122,2,1,279516,1
1693802,478283,5,1,179631,1
454743,416006,1,0,32475,1
776739,114029,1,0,83784,0
955400,328416,1,1,197762,1
1083721,322158,2,0,266115,0
491623,499499,3,1,78159,1
1438349,350421,0,1,102659,1
945016,225391,3,1,110438,1
1562761,74368,2,0,220337,0
633347,298224,0,1,124300,1
399061,143548,1,1,84809,1
1904234,220171,1,0,249189,0
1777970,201130,4,1,109292,1
1316233,341171,5,0,116542,0
1281351,184050,3,0,286273,0
1559942,98142,2,0,148066,0
734672,176422,2,0,279429,0
1889210,90066,0,1,168730,1
1577937,167497,4,1,113376,1
1895496,426768,1,0,274145,0
846705,313539,1,1,119996,1
977573,290814,4,0,262618,0
212932,127524,1,0,49631,0
571162,198434,3,1,275432,1
1752374,282571,1,0,104404,0
1427035,346570,1,1,255085,1
711580,406907,0,0,243289,0
495603,210453,3,1,126220,1
1118694,94752,2,0,258354,0
913975,327961,3,0,162921,0
1560966,349252,2,0,132006,0
1627773,260541,1,1,233212,1
273243,97595,2,1,102507,1
1916718,30963,5,0,267487,0
985845,235385,0,1,286428,1
821356,254946,4,0,278736,0
202548,240914,5,1,284172,1
1866873,39285,0,0,64991,0
1175996,152365,2,1,53404,1
1481993,181610,4,0,205290,0
749960,36228,0,0,26918,0
855125,317863,2,0,179531,0
880259,374057,4,1,35969,1
1415343,254543,3,1,135891,1
1854183,150650,0,0,59702,0
1655368,20403,2,1,135186,1
808573,230383,5,1,87927,1
580226,28556,4,1,21261,1
1867327,245259,2,0,158997,0
1711559,250544,1,0,230399,0
760787,158013,3,1,91057,1
888651,187349,3,1,192712,1
1637902,42054,4,0,264835,0
